"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"150",150,500007122,"Henry C. ""Hank"" Johnson","Johnson, Henry","GA",4,2012,"Monrovia, Liberia","Original","2012-01-07","2012-01-13","CARE, Inc.",1,1,"LBR","Monrovia"
"151",151,500007123,"Donna M. Christensen","Christensen, Donna M.","VI",0,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform and The Commonwealth Fund",1,1,"USA","Fort Lauderdale"
"152",152,500007128,"Laurie Saroff","Hahn, Janice","CA",44,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","Progressive Congress",1,1,"USA","Baltimore"
"153",153,500007129,"Janice Hahn","Hahn, Janice","CA",44,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","Progressive Congress",1,1,"USA","Baltimore"
"154",154,500007130,"Jerry Pete Obermueller","Lummis, Cynthia M.","WY",0,2012,"Phoenix, AZ","Original","2012-01-26","2012-01-27","ASI",1,1,"USA","Phoenix"
"155",155,500007131,"Kathryn C. Becker","Welch, Peter","VT",0,2012,"Baltimore, MD","Original","2012-01-19","2012-01-19","ProgressiveCongress.org",1,1,"USA","Baltimore"
"156",156,500007132,"Jim Cooper","Cooper, Jim","TN",5,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform, which received a grant for that purpose from The Commonwealth Fund",1,1,"USA","Fort Lauderdale"
"157",157,500007133,"Brendan Buck","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"158",158,500007134,"Ed Cassidy","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"159",159,500007135,"Peter Welch","Welch, Peter","VT",0,2012,"Baltimore, MD","Original","2012-01-19","2012-01-19","ProgressiveCongress.org",1,1,"USA","Baltimore"
"160",160,500007136,"John DeStefano","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"161",161,500007137,"Barry Jackson","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"162",162,500007138,"Brett Loper","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"163",163,500007139,"Trevor Kolego","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"164",164,500007140,"William C. Krieger","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"165",165,500007141,"Kevin Smith","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"166",166,500007142,"Grant Saunders","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"167",167,500007143,"David Schnittger","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"168",168,500007144,"Michael Sommers","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"169",169,500007145,"Jo-Marie St. Martin","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"170",170,500007146,"Anne Thorsen","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"171",171,500007147,"David Stewart","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","The Congressional Institute",1,1,"USA","Baltimore"
"172",172,500007148,"Michael Steel","Boehner, John A.","OH",8,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"173",173,500007149,"Jan Schakowsky","Schakowsky, Janice","IL",9,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"174",174,500007150,"Lynn Woolsey","Woolsey, Lynn C.","CA",6,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"175",175,500007151,"Nora Baumeister Matus","Woolsey, Lynn C.","CA",6,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"176",176,500007152,"Allyson Schwartz","Schwartz, Allyson Y.","PA",13,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform - funded through a grant from the Commonwealth fund",1,1,"USA","Fort Lauderdale"
"179",179,500007157,"Cathy Hurwit","Schakowsky, Janice","IL",9,2012,"Baltimroe, MD","Original","2012-01-19","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimroe"
"180",180,500007158,"Kelsey H. Mishkin","Grijalva, Raul","AZ",3,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"181",181,500007159,"Mike Honda","Honda, Michael M.","CA",17,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"182",182,500007160,"Zachary Cafritz","Moran, James P.","VA",8,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.Org",1,1,"USA","Baltimore"
"183",183,500007161,"Michael J. Russell","King, Peter","NY",2,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","The Congressional Institute",1,1,"USA","Baltimore"
"184",184,500007162,"Allison Rose","Chu, Judy","CA",27,2012,"Baltimore, MD","Original","2012-01-18","2012-01-19","ProgressiveCongress.org",1,1,"USA","Baltimore"
"185",185,500007163,"Pedro R. Pierluisi","Pierluisi, Pedro R.","PR",0,2012,"New York, NY","Original","2012-01-29","2012-01-30","Congressional Hispanic Caucus Insititute",1,1,"USA","New York"
"186",186,500007164,"Kevin James","Petri, Thomas E.","WI",6,2012,"Ft. Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform, which recieved a grant for that purpose from the Commonwealth Fund",1,1,"USA","Ft. Lauderdale"
"187",187,500007165,"Laura Hatalsky","Honda, Michael M.","CA",17,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"188",188,500007166,"Warren Tryon","Bachus, Spencer","AL",6,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"189",189,500007167,"Hugh Nathanial Halpern","Dreier, David","CA",26,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"190",190,500007168,"Stacey Leavandosky","Lofgren, Zoe","CA",19,2012,"Las Vegas, NV","Original","2012-01-12","2012-01-14","Consumer Electronics Association",1,1,"USA","Las Vegas"
"192",192,500007170,"Jonathan Nabavi","King, Steve","IA",4,2012,"Las Vegas, NV","Original","2012-01-11","2012-01-14","CES",1,1,"USA","Las Vegas"
"193",193,500007171,"Yvette D. Clarke","Clarke, Yvette","NY",9,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"194",194,500007172,"James P. Moran","Moran, James P.","VA",8,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"195",195,500007173,"Philip Kiko","Lungren, Daniel E.","CA",3,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"196",196,500007174,"Judy Chu","Chu, Judy","CA",27,2012,"Baltimore, MD","Original","2012-01-18","2012-01-19","ProgressiveCongress.org",1,1,"USA","Baltimore"
"197",197,500007175,"Steven Moore","Roskam, Peter","IL",6,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"198",198,500007177,"Jennifer Van der Heide","Honda, Michael M.","CA",17,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"199",199,500007185,"Charlene MacDonald","Schwartz, Allyson Y.","PA",13,2012,"Miami, FL","Original","2012-01-20","2012-01-22","The Commonwealth Fund and Alliance for Health Reform",1,1,"USA","Miami"
"200",200,500007186,"Luis V. Gutierrez","Gutierrez, Luis","IL",4,2012,"Guadalajara, Mexico","Original","2012-01-19","2012-01-22","Multicultural Educational Forum",1,1,"MEX","Guadalajara"
"201",201,500007187,"Ruth McDonald","Cooper, Jim","TN",5,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform",1,1,"USA","Fort Lauderdale"
"202",202,500007188,"Kelly Dixon","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"203",203,500007189,"Tim Berry","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"204",204,500007191,"John Stipicevic","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"205",205,500007192,"Neil Bradley","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"206",206,500007193,"Amy Barrera","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"207",207,500007194,"Valerie Nelson","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"208",208,500007195,"Matt Lira","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"209",209,500007196,"Brad Dayspring","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"210",210,500007197,"Patrick Bell","McMorris Rodgers, Cathy","WA",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"211",211,500007198,"Steve Stombres","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","The Congressional Institute",1,1,"USA","Baltimore"
"212",212,500007200,"Bill Dolbow","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"213",213,500007201,"Kyle Nevins","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-20","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"214",214,500007202,"Laena Fallon","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"215",215,500007203,"Kristi Way","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"216",216,500007204,"Jordan Stoick","Noem, Kristi","SD",0,2012,"Baltimore, MD","Original","2012-01-19","2012-01-20","Congressional Institute",1,1,"USA","Baltimore"
"217",217,500007206,"Brad Bauman","Grijalva, Raul","AZ",3,2012,"Baltimore, MD","Original","2012-01-18","2012-01-20","ProgressiveCongress.org",1,1,"USA","Baltimore"
"218",218,500007207,"Nicole Scott","Lucas, Frank","OK",3,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"219",219,500007208,"Elizabeth Barrett Karr","Kline, John","MN",2,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"220",220,500007209,"Kris Skrzycki","Price, Tom","GA",6,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"221",221,500007210,"Tom Price","Price, Tom","GA",6,2012,"Fort Lauderdale, FL","Original","2012-01-21","2012-01-22","Alliance for Health Reform",1,1,"USA","Fort Lauderdale"
"222",222,500007211,"Kelle Strickland","Bonner, Jo","AL",1,2012,"Baltimore, MD","Original","2012-01-20","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"223",223,500007212,"Sarah Makin","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"224",224,500007213,"Dee Buchanan","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"225",225,500007214,"Hans Klingler","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"226",226,500007215,"Chelsea Brown","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"227",227,500007216,"Andrew Duke","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"228",228,500007217,"Brian MacDonald","Walden, Greg","OR",2,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"229",229,500007219,"Daris Meeks","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"230",230,500007223,"David M. Popp","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"231",231,500007225,"Todd Young","Hastings, Doc","WA",4,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"232",232,500007226,"Rush Holt","Holt, Rush","NJ",12,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-23","Alliance for Health Reform - funded through a grant from The Commonwealth Fund",1,1,"USA","Fort Lauderdale"
"233",233,500007228,"Natalie Buchanan","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"234",234,500007229,"James B. Min","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"235",235,500007230,"Kathryn Patru","Hensarling, Jeb","TX",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"236",236,500007231,"Steve Pinkos","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"237",237,500007232,"Sarah Pompei","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"238",238,500007233,"Erica Elliott","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"239",239,500007236,"Mike Ference","Cantor, Eric","VA",7,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Istitute",1,1,"USA","Baltimore"
"240",240,500007237,"Brian Worth","McCarthy, Kevin","CA",23,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"241",241,500007243,"Jeremy Deutsch","McMorris Rodgers, Cathy","WA",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","The Congressional Institute",1,1,"USA","Baltimore"
"242",242,500007244,"William Inglee","Rogers, Harold","KY",5,2012,"Baltimore, MD","Original","2012-01-19","2012-01-21","Congressional Institute",1,1,"USA","Baltimore"
"243",243,500007245,"Reid J. Ribble","Ribble, Reid J.","WI",8,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"244",244,500007246,"Doug Lamborn","Lamborn, Doug","CO",5,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"245",245,500007248,"Thomas Petri","Petri, Thomas E.","WI",6,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform - funded through a grant from the Commonwealth Fund",1,1,"USA","Fort Lauderdale"
"246",246,500007249,"Curtis Rhyne","Jordan, Jim","OH",4,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"247",247,500007250,"Joseph R. Pitts","Pitts, Joseph R.","PA",16,2012,"Philadelphia, PA","Original","2012-01-26","2012-01-27","Heritage Foundation",1,1,"USA","Philadelphia"
"248",248,500007251,"Thomas Rooney","Rooney, Thomas","FL",17,2012,"Philadelphia, PA","Original","2012-01-26","2012-01-27","Heritage Foundation",1,1,"USA","Philadelphia"
"249",249,500007252,"Robert B. Aderholt","Aderholt, Robert","AL",4,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"250",250,500007253,"Steve Chabot","Chabot, Steve","OH",1,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"251",251,500007254,"Andy Harris, M.D.","Harris, Andy","MD",1,2012,"Philadelphia, PA","Original","2012-01-26","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"252",252,500007255,"Joe Barton","Barton, Joe","TX",6,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"253",253,500007256,"Daniel Lipinski","Lipinski, Daniel","IL",3,2012,"Fort Lauderdale, FL","Original","2012-01-21","2012-01-22","Alliance for Health Reform - Funded via grant from the Commonwealth Fund",1,1,"USA","Fort Lauderdale"
"254",254,500007257,"Abigail Pinkele","Green, Gene","TX",29,2012,"Fort Lauderdale, FL","Original","2012-01-20","2012-01-22","Alliance for Health Reform",1,1,"USA","Fort Lauderdale"
"255",255,500007258,"Steve Scalise","Scalise, Steve","LA",1,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-26","The Heritage foundation",1,1,"USA","Philadelphia"
"256",256,500007259,"David Schweikert","Schweikert, David","AZ",6,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"257",257,500007260,"Rob Bishop","Bishop, Rob","UT",1,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
"258",258,500007261,"Jonathan Blyth","West, Allen B.","FL",22,2012,"Key Largo, FL","Original","2012-01-19","2012-01-21","Everglades Foundation",1,1,"USA","Key Largo"
"259",259,500007261,"Jonathan Blyth","West, Allen B.","FL",22,2012,"Miami, FL","Original","2012-01-19","2012-01-21","Everglades Foundation",1,1,"USA","Miami"
"260",260,500007262,"Jeff Duncan","Duncan, Jeff","SC",3,2012,"Philadelphia, PA","Original","2012-01-25","2012-01-27","The Heritage Foundation",1,1,"USA","Philadelphia"
